"event_id","event_name","event_kind","category","start_date","end_date","start_time_local","timezone","city","country","venue_or_area","date_precision","diary_layer","alex_default_status","attendance_default","visibility","likely_rooms","commercial_pressure","privacy_risk","travel_logic","render_note","canon_note","source_type","source_url"
"design_miami_2025","Design Miami 2025","real_public","art_design","2025-12-03","2025-12-07","","America/New_York","Miami Beach","USA","Convention-adjacent design fair venues","exact","likely_invite","possible_invite","not_default","public_industry","Design,Collectors,Studio Ashby,Albury","medium","medium","Pairs with Miami Art Week / Art Basel","Use as design-world aftershock from Albury/AD.","Possible design-world invite only.","public","https://r-and-company.com/exhibition/design-miami-2025/"
"art_basel_miami_beach_2025","Art Basel Miami Beach 2025","real_public","art_design","2025-12-05","2025-12-07","","America/New_York","Miami Beach","USA","Miami Beach Convention Center","exact","likely_invite","possible_invite","not_default","public_vip","Art,Collectors,Fashion,Legacy","high","high","Transatlantic; high social heat and paparazzi risk","Use as Miami collector/social pressure and brand dinner clustering.","Possible invite only.","official","https://www.artbasel.com/stories/art-basel-2025-essential-guide-information-miami-beach"
"f1_abu_dhabi_gp_2025","Abu Dhabi Grand Prix 2025","real_public","sport_auto","2025-12-05","2025-12-07","","Asia/Dubai","Abu Dhabi","UAE","Yas Marina Circuit","exact","likely_invite","possible_invite","not_default","public_vip","F1,Gulf,Luxury,Finance,WME","high","high","Long-haul season finale; very high sponsor density","Use as F1 season-finale hospitality and Gulf luxury pressure.","Possible invite only.","official","https://www.formula1.com/en/racing/2025"
"serena_aw_year_end_review_2025","Serena/AW year-end commercial review","canon_private","private_business","2025-12-12","2025-12-12","","Europe/London","London","UK","12 Charles Street","exact","private_admin","possible_admin","not_locked","private","Serena Management,AW Holdings,Latham,WME","high","low","London office anchor unless live story moves it","Use for year-end deal triage, valuation, and 2026 positioning.","Private placeholder; move as needed in live state.","canon",""
"ces_2026","CES 2026","real_public","tech_launch","2026-01-06","2026-01-09","","America/Los_Angeles","Las Vegas","USA","Las Vegas Convention Center and city venues","exact","commercial_inbox","public_weather","not_default","public_industry","Tech,Serena,WME","high","medium","Long-haul from London; early January tech calendar","Use as consumer-tech and global brand weather, not Alex attendance default.","Can contextualise Apple/Samsung/Google/Sony/Microsoft pressure.","official","https://www.ces.tech/press-releases/innovators-show-up-ces-2026-opens-today"
"golden_globes_2026","83rd Golden Globes","real_public","media_awards","2026-01-11","2026-01-11","","America/Los_Angeles","Beverly Hills","USA","The Beverly Hilton","exact","public_weather","possible_invite","not_default","public_vip","Film,TV,LA Lot,WME","medium","high","Transatlantic; early awards-season noise","Use as LA awards-season weather and social-media chatter.","Not default attendance.","public","https://goldenglobes.com/"
"pitti_uomo_109_2026","Pitti Uomo 109","real_public","fashion_week","2026-01-13","2026-01-16","","Europe/Rome","Florence","Italy","Fortezza da Basso","exact","public_weather","possible_invite","not_default","public_industry","Fashion,Menswear,Legacy","medium","medium","Short Europe flight; possible Italian fashion lead-in","Use as menswear trade/fashion weather before Milan/Paris.","Fashion-room context; not a default Alex event.","official","https://media.pittimmagine.com/image/upload/v1768233009/EPITTI/UOMO/2026_109/PRESS/ENG/1%20Apertura/ENG_press_release_PITTI_UOMO_109_Highlights_Novit%C3%A0.pdf"
"mfw_mens_jan_2026","Milan Fashion Week Men's January 2026","real_public","fashion_week","2026-01-16","2026-01-20","","Europe/Rome","Milan","Italy","Milano Moda Uomo venues","exact","likely_invite","possible_invite","not_default","public_industry","Fashion,Menswear,Donatella,Serena,WME","high","medium","Short flight; Casa Borgonuovo makes Milan operationally easy","Use as menswear/luxury pressure and Italian fashion weather.","Possible front-row/brand pressure; do not assume attendance.","official","https://www.cameramoda.it/en/milano-moda-uomo/calendar/"
"davos_wef_2026","World Economic Forum Annual Meeting 2026","real_public","business_forum","2026-01-19","2026-01-23","","Europe/Zurich","Davos-Klosters","Switzerland","Davos Congress Centre","exact","commercial_inbox","possible_inbox","not_attendance","public_industry","Finance,Philanthropy,Tech,Family Office,AW Holdings","high","medium","Short Europe flight; more likely to affect family-office inbox than Alex diary","Use as elite business/finance/philanthropy weather.","Business context, not default attendance.","official","https://www.weforum.org/press/2026/01/a-spirit-of-dialogue-brings-record-numbers-of-world-leaders-to-davos-for-world-economic-forum-annual-meeting-2026//"
"pfw_mens_jan_2026","Paris Fashion Week Menswear January 2026","real_public","fashion_week","2026-01-20","2026-01-25","","Europe/Paris","Paris","France","PFW menswear venues","exact","likely_invite","possible_invite","not_default","public_industry","Fashion,Menswear,Legacy,Serena,WME","high","medium","Short flight/train; Appartement Varenne makes Paris operationally easy","Use as Dior/LV/Saint Laurent/menswear pressure.","Possible menswear lane; not automatic attendance.","official","https://laforma.club/paris-fashion-week-2026-official-calendar-dates/"
"sundance_2026","Sundance Film Festival 2026","real_public","film_festival","2026-01-22","2026-02-01","","America/Denver","Park City / Salt Lake City","USA","Sundance venues","exact","public_weather","possible_invite","not_default","public_industry","Film,Legacy,Serena,WME","medium","medium","Long-haul winter film-festival travel","Use as film-world weather and friend/media overlap.","Last Park City-era Sundance before Boulder move; not Alex default.","official","https://www.sundance.org/wp-content/uploads/2025/08/SFF26-PP-Purchasing-Guidelines.pdf"
"paris_couture_jan_2026","Paris Haute Couture Week January 2026","real_public","fashion_week","2026-01-26","2026-01-29","","Europe/Paris","Paris","France","Haute Couture venues","exact","likely_invite","possible_invite","not_default","public_industry","Fashion,Couture,Legacy,Serena,WME","high","medium","Short flight/train; Appartement Varenne makes Paris easy","Use as couture/fashion pressure and Paris social weather.","Good for Vogue/brand imagery; not automatic attendance.","official","https://www.fhcm.paris/sites/default/files/edition/pdf/provisional-calendar-haute-couture-week-spring-summer-26_0.pdf"
"ram_midwinter_alumni_pressure_2026","RAM midwinter alumni and donor pressure window","canon_private","private_admin","2026-01-26","2026-01-30","","Europe/London","London","UK","Royal Academy / Serena inbox","exact","private_admin","possible_admin","not_locked","private","RAM,Serena Management,Music Patrons","medium","low","London local; can arrive as invitations rather than appointments","Use for donor dinners, academy asks, and recital-release nudges.","Private pressure window, not a fixed scene.","canon",""
"grammys_2026","68th Annual Grammy Awards","real_public","awards_show","2026-02-01","2026-02-01","","America/Los_Angeles","Los Angeles","USA","Crypto.com Arena / Los Angeles music-awards orbit","exact","public_weather","possible_invite","not_default","public","Music,Legacy,Serena,WME","high","medium","Long-haul LA awards travel","Use as music-awards weather; do not make Alex a classical nominee/attendee by default.","Can create inbox/social noise if Electric Ivory or music posture has moved by then.","official","https://www.grammy.com/news/2026-grammys-new-categories-announced"
"six_nations_2026","Six Nations Championship 2026","real_public","sport_rugby","2026-02-05","2026-03-14","","Europe/London","Europe","Multiple","Twickenham, Principality Stadium, Murrayfield, Aviva, Stade de France, Stadio Olimpico","exact","public_weather","public_weather","not_default","public","London Lot,Almanach,Sport,Legacy","low","medium","London/Cardiff/Edinburgh/Paris/Rome weekend sport weather","Use as winter/spring UK-Europe sport chatter and hospitality.","Public sport weather only.","public","https://www.sixnationsrugby.com/en/m6n/fixtures/2026"
"super_bowl_lx_2026","Super Bowl LX","real_public","sport_media","2026-02-08","2026-02-08","18:30 ET","America/Los_Angeles","Santa Clara","USA","Levi's Stadium","exact","public_weather","public_weather","not_default","public","Sports,Tech,Music,Legacy,Serena,WME","high","medium","US west coast long-haul","Use as massive US media/brand weather, especially Apple Music halftime context.","Not Alex default; useful for commercial/brand scale.","official","https://www.nfl.com/super-bowl/event-info"
"nyfw_feb_2026","New York Fashion Week February 2026","real_public","fashion_week","2026-02-11","2026-02-16","","America/New_York","New York","USA","NYFW venues","exact","likely_invite","likely_invite","not_default","public_industry","Fashion,Legacy,Serena,WME","high","medium","North America long-haul","Use as US fashion pressure and Vogue/GQ/brand geography.","Do not assume attendance; possible if US fashion route active.","official","https://cfda.com/news/view-the-preliminary-official-nyfw-february-2026-schedule/"
"berlinale_2026","Berlin International Film Festival 2026","real_public","film_festival","2026-02-12","2026-02-22","","Europe/Berlin","Berlin","Germany","Berlinale venues","exact","public_weather","possible_invite","not_default","public_industry","Film,Europe,WME,Actors","medium","medium","Short Europe flight; overlaps fashion and awards","Use as European film-world pressure.","Possible invite only.","official","https://www.berlinale.de/en/home.html"
"nba_all_star_2026","NBA All-Star 2026","real_public","sport_media","2026-02-13","2026-02-15","","America/Los_Angeles","Los Angeles","USA","Los Angeles / NBA All-Star venues","exact","public_weather","public_weather","not_default","public_vip","LA Lot,Sport,Music,Brands,WME","high","high","Transatlantic; celebrity-heavy US sport weekend","Use as LA brand/social-media weather.","Not default attendance.","official","https://www.nba.com/news/nba-all-star-faq-2026"
"rio_carnival_2026","Rio Carnival 2026","real_public","global_festival","2026-02-13","2026-02-21","","America/Sao_Paulo","Rio de Janeiro","Brazil","Rio / Sambadrome","exact","public_weather","public_weather","not_default","public","Summer House,Models,Legacy,Global Party","low","high","Long-haul; more friend-world weather than Alex plan","Use as global party/travel/social media weather.","Not default attendance.","public","https://www.rio.com/rio-carnival/rio-carnival-2026"
"daytona_500_2026","Daytona 500 2026","real_public","sport_auto","2026-02-15","2026-02-15","","America/New_York","Daytona Beach","USA","Daytona International Speedway","exact","public_weather","public_weather","not_default","public_vip","Auto,US Sport,WME","medium","medium","Long-haul; mainly US sport/auto weather","Use if auto brands pitch US-facing sport crossover.","Not default attendance.","official","https://www.daytonainternationalspeedway.com/events/daytona-500/"
"mardi_gras_2026","Mardi Gras 2026","real_public","global_festival","2026-02-17","2026-02-17","","America/Chicago","New Orleans","USA","New Orleans","exact","public_weather","public_weather","not_default","public","US Friends,Music,Party,Legacy","low","medium","Long-haul; unlikely unless already in US","Use as US social weather and party-calendar texture.","Not default attendance.","public","https://www.rexorganization.com/static/Press/2026/Rex%20Proclaims%20Mardi%20Gras%202026%20and%20Unveils%202026%20Rex%20Proclamation.pdf"
"lfw_feb_2026","London Fashion Week February 2026","real_public","fashion_week","2026-02-19","2026-02-23","","Europe/London","London","UK","LFW venues","exact","likely_invite","likely_invite","not_default","public_industry","Fashion,London Lot,Brain Trust,Serena,WME","high","medium","London local","Use as obvious London fashion pressure and friend-room weather.","Strong likely invite if he remains fashion-visible; not automatic first move.","official","https://www.britishfashioncouncil.co.uk/bfcnews/4697/THE-BRITISH-FASHION-COUNCIL-ANNOUNCES-PROVISIONAL-SCHEDULE-FOR-LONDON-FASHION-WEEK-FEBRUARY-2026-"
"bafta_film_2026","EE BAFTA Film Awards 2026","real_public","awards_show","2026-02-22","2026-02-22","","Europe/London","London","UK","Royal Festival Hall / Southbank Centre","exact","possible_invite","possible_invite","not_default","public","Film,London Lot,Legacy,Serena,WME","medium","medium","London local","Use as UK film-awards weather, not default attendance.","Possible friend/film/fashion overlap; not an Alex-focused event.","official","https://www.bafta.org/media-centre/press-releases/alan-cumming-to-host-the-2026-ee-bafta-film-awards/"
"mfw_womens_feb_2026","Milan Fashion Week February/March 2026","real_public","fashion_week","2026-02-24","2026-03-02","","Europe/Rome","Milan","Italy","MFW venues","exact","likely_invite","likely_invite","not_default","public_industry","Fashion,Legacy,Donatella,Serena,WME","high","high","Short flight; Casa Borgonuovo makes Milan easy","Use as Italian luxury/fashion pressure.","Strong Versace/Prada/Gucci/Milan lane; not automatic attendance.","official","https://media.cameramoda.it/calendar"
"samsung_unpacked_feb_2026","Samsung Galaxy Unpacked February 2026","real_public","tech_launch","2026-02-25","2026-02-25","","","Global","Global","Galaxy Unpacked","exact","commercial_inbox","possible_inbox","not_default","public","Tech,Serena,WME","very_high","medium","Global launch; travel depends on activation city","Use as Samsung brand-pressure context.","Large global tech lane; less taste-coded but very real money.","public","https://en.wikipedia.org/wiki/Samsung_Galaxy_S26"
"brit_awards_2026","BRIT Awards 2026","real_public","awards_show","2026-02-28","2026-02-28","","Europe/London","Manchester","UK","Co-op Live","exact","possible_invite","possible_invite","not_default","public","Music,London Lot,Legacy,Serena,WME","high","medium","London-Manchester easy; public awards risk","Use as UK pop/music-awards weather, not a classical lane.","First BRITs outside London; could matter if Alex's music profile is active.","public","https://en.wikipedia.org/wiki/Brit_Awards_2026"
"sag_awards_2026","32nd SAG Awards","real_public","media_awards","2026-03-01","2026-03-01","","America/Los_Angeles","Los Angeles","USA","Shrine Auditorium and Expo Hall","exact","public_weather","possible_invite","not_default","public_vip","Actors,LA Lot,WME","medium","high","Transatlantic; LA awards-season weekend","Use as LA social and red-carpet pressure.","Not default attendance.","official","https://www.sagawards.org/media/news/releases/screen-actors-guild-awards-sets-date-2026"
"mwc_barcelona_2026","MWC Barcelona 2026","real_public","tech_conference","2026-03-02","2026-03-05","","Europe/Madrid","Barcelona","Spain","Fira de Barcelona Gran Via","exact","commercial_inbox","possible_inbox","not_attendance","public_industry","Tech,Phones,AI,Apple Brand,Samsung,WME","high","low","Short Europe flight; mostly tech inbox and brand weather","Use for Samsung/Google/mobile/AI partnership pressure.","Commercial context only.","public","https://mwc.telekom.com/2026"
"pfw_mar_2026","Paris Fashion Week March 2026","real_public","fashion_week","2026-03-02","2026-03-10","","Europe/Paris","Paris","France","PFW womenswear venues","exact","likely_invite","likely_invite","not_default","public_industry","Fashion,Legacy,Serena,WME","high","high","Short flight/train; Appartement Varenne makes Paris easy","Use as global luxury/fashion pressure.","Strong Paris apartment logistics; not automatic attendance.","official","https://www.fhcm.paris/sites/default/files/edition/pdf/paris-fashion-week-r-official-calendar-womenswear-fw26-27_1.pdf"
"f1_australian_gp_2026","Australian Grand Prix 2026","real_public","sport_auto","2026-03-06","2026-03-08","","Australia/Melbourne","Melbourne","Australia","Albert Park Circuit","exact","public_weather","public_weather","not_default","public_vip","F1,Auto,Australia,WME","medium","medium","Very long-haul; useful as season-opening F1 weather","Use as F1 season-start context.","Not default attendance.","official","https://www.formula1.com/en/racing/2026"
"the_players_championship_2026","The Players Championship 2026","real_public","sport_golf","2026-03-12","2026-03-15","","America/New_York","Ponte Vedra Beach","USA","TPC Sawgrass","exact","public_weather","possible_invite","not_default","public_vip","US Sport,Brands,Legacy","medium","medium","Long-haul; prestige golf hospitality","Use as spring US sport hospitality weather.","Possible invite only.","official","https://www.pgatour.com/tournaments/2026/the-players-championship/R2026011"
"sxsw_2026","SXSW 2026","real_public","tech_media_festival","2026-03-12","2026-03-18","","America/Chicago","Austin","USA","Downtown Austin venues","exact","commercial_inbox","possible_inbox","not_default","public_industry","Tech,Film,Music,Podcasts,WME,Brands","high","medium","Transatlantic; high crossover but easy to decline","Use as tech/media/podcast/brand pitch weather.","Commercial and media context; not default attendance.","official","https://sxsw.com/schedule-overview/"
"f1_chinese_gp_2026","Chinese Grand Prix 2026","real_public","sport_auto","2026-03-13","2026-03-15","","Asia/Shanghai","Shanghai","China","Shanghai International Circuit","exact","possible_invite","possible_invite","not_default","public_vip","F1,Asia,Auto,Luxury,Tech","medium","medium","Long-haul; Asia-facing brand weather","Use as Asia/F1 calendar pressure.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"oscars_2026","98th Academy Awards","real_public","awards_show","2026-03-15","2026-03-15","","America/Los_Angeles","Los Angeles","USA","Dolby Theatre","exact","public_weather","possible_invite","not_default","public","Film,Legacy,Serena,WME","high","medium","Long-haul LA awards travel","Use as global film-awards weather and afterparty/social context.","Not natural Alex attendance unless film/fashion/brand route is active.","official","https://www.oscars.org/oscars/ceremonies/2026"
"efl_cup_final_2026","EFL Cup Final 2026","real_public","sport_football","2026-03-22","2026-03-22","","Europe/London","London","UK","Wembley Stadium","exact","public_weather","possible_invite","not_default","public","Boys,London Lot,Sport,Legacy","low","medium","London local","Use as domestic sport/social weekend weather.","Not default attendance.","public","https://www.efl.com/"
"mlb_opening_day_2026","MLB Opening Day 2026","real_public","sport_baseball","2026-03-26","2026-03-26","","America/New_York","United States","USA","MLB ballparks","exact","public_weather","public_weather","not_attendance","public","US Friends,Sport,Brands","low","low","US media/weather, unlikely travel driver","Use as American sports calendar texture and brand noise.","Public weather only.","official","https://www.mlb.com/press-release/press-release-mlb-announces-2026-regular-season-schedule"
"f1_japanese_gp_2026","Japanese Grand Prix 2026","real_public","sport_auto","2026-03-27","2026-03-29","","Asia/Tokyo","Suzuka","Japan","Suzuka Circuit","exact","possible_invite","possible_invite","not_default","public_vip","F1,Japan,Auto,Luxury,Tech","medium","medium","Long-haul; Japan language/social bridge possible","Use as Japan-facing brand/F1 pressure.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"ultra_miami_2026","Ultra Music Festival Miami 2026","real_public","music_festival","2026-03-27","2026-03-29","","America/New_York","Miami","USA","Bayfront Park","exact","public_weather","public_weather","not_default","public","Summer House,Music,Miami,Models","medium","high","Transatlantic; spring party/festival weather","Use as high-noise friend/social-media context.","Not default attendance.","official","https://ultramusicfestival.com/home-2/"
"new_york_auto_show_2026","New York International Auto Show 2026","real_public","auto_luxury","2026-04-03","2026-04-12","","America/New_York","New York","USA","Javits Center","exact","commercial_inbox","possible_inbox","not_attendance","public_industry","Auto,EV,Tech,WME,Brands","high","low","Can matter through Ford/Bentley/Range Rover style pitches","Use as auto brand inbox weather.","Commercial context only.","official","https://www.autoshowny.com/faq/"
"ncaa_final_four_2026","NCAA Men's Final Four 2026","real_public","sport_basketball","2026-04-04","2026-04-06","","America/New_York","Indianapolis","USA","Lucas Oil Stadium","exact","public_weather","public_weather","not_default","public","US Sport,College,Brands","medium","medium","Long-haul; US sports/media weather","Use as March Madness spillover in US feeds and brand chatter.","Not default attendance.","official","https://www.ncaa.org/sports/2013/11/6/division-i-men-s-basketball.aspx"
"masters_2026","The Masters Tournament 2026","real_public","sport_golf","2026-04-09","2026-04-12","","America/New_York","Augusta","USA","Augusta National Golf Club","exact","public_weather","possible_invite","not_default","public_vip","Sport,US Society,Legacy,Brands","medium","medium","Long-haul; prestige sport hospitality","Use as US society/sport hospitality weather.","Not default attendance.","public","https://golf.com/news/2026-masters-dates-first-major-augusta-national/"
"f1_bahrain_gp_2026","Bahrain Grand Prix 2026","real_public","sport_auto","2026-04-10","2026-04-12","","Asia/Bahrain","Sakhir","Bahrain","Bahrain International Circuit","exact","possible_invite","possible_invite","not_default","public_vip","F1,Gulf,Luxury,Finance","medium","medium","Long-haul Gulf invite; likely not default","Use as Gulf/F1 hospitality weather.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"coachella_2026","Coachella 2026","real_public","music_festival","2026-04-10","2026-04-19","","America/Los_Angeles","Indio","USA","Empire Polo Club","exact","public_weather","social_overlap","not_default","public","Summer House,Legacy,Music,Brands","medium","medium","Long-haul LA/California travel","Use as global young-famous/music/fashion weather.","Friends may go or post; do not assume Alex attends.","public","https://pitchfork.com/news/coachella-2026-dates-announced/"
"watches_wonders_2026","Watches and Wonders Geneva 2026","real_public","luxury_watches","2026-04-14","2026-04-20","","Europe/Zurich","Geneva","Switzerland","Palexpo","exact","commercial_inbox","possible_inbox","not_default","public_industry","Rolex,Cartier,Luxury,Fashion,WME","high","medium","Short Europe flight; very relevant to Alex's image/objects","Use as watch/jewellery/luxury partnership weather.","Possible invite; not canon attendance.","official","https://www.watchesandwonders.com/en/"
"f1_saudi_arabian_gp_2026","Saudi Arabian Grand Prix 2026","real_public","sport_auto","2026-04-17","2026-04-19","","Asia/Riyadh","Jeddah","Saudi Arabia","Jeddah Corniche Circuit","exact","possible_invite","possible_invite","not_default","public_vip","F1,Gulf,Luxury,Finance","medium","medium","Long-haul Gulf invite; pairs with Bahrain if travelling","Use as Gulf/F1 calendar pressure.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"milan_design_week_2026","Milan Design Week 2026","real_public","art_design","2026-04-20","2026-04-26","","Europe/Rome","Milan","Italy","Milan-wide / Fuorisalone","exact","likely_invite","social_overlap","not_default","public_industry","Design,Fashion,Albury,Studio Ashby,Legacy","medium","medium","Short flight; Casa Borgonuovo makes Milan easy","Use as design/interiors/weather after Albury/Studio Ashby public profile.","Good for Sophie Ashby/design-world and fashion/design overlap.","public","https://milandesignweek.org/faq/"
"salone_mobile_2026","Salone del Mobile.Milano 2026","real_public","art_design","2026-04-21","2026-04-26","","Europe/Rome","Milan","Italy","Fiera Milano Rho","exact","public_weather","social_overlap","not_default","public_industry","Design,Fashion,Albury,Studio Ashby","medium","medium","Short flight; Casa Borgonuovo makes Milan easy","Use as design-industry core event within Milan Design Week.","Useful for interiors/product/object-world diary weather.","official","https://www.salonemilano.it/en/exhibitions"
"whca_dinner_2026","White House Correspondents' Dinner 2026","real_public","media_politics","2026-04-25","2026-04-25","","America/New_York","Washington, DC","USA","Washington Hilton","exact","public_weather","public_weather","not_default","public_vip","Media,Politics,US Press,WME","medium","high","Transatlantic; politically noisy and not Alex-coded","Use as US media/social weather and a likely no unless live story says otherwise.","Not default attendance; political rooms should not swallow Alex.","official","https://whca.press/news/annual-dinner/"
"f1_miami_gp_2026","Miami Grand Prix 2026","real_public","sport_auto","2026-05-01","2026-05-03","","America/New_York","Miami","USA","Miami International Autodrome","exact","likely_invite","possible_invite","not_default","public_vip","F1,Miami,Brands,Models,WME,Legacy","high","high","Transatlantic; celebrity-heavy sponsor weekend","Use as one of the biggest US F1/brand pressure points.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"kentucky_derby_2026","Kentucky Derby 2026","real_public","sport_society","2026-05-02","2026-05-02","","America/New_York","Louisville","USA","Churchill Downs","exact","possible_invite","possible_invite","not_default","public_vip","Phoenix Hollow,US Society,Sport,Legacy","medium","medium","Easy if already in Kentucky/Phoenix Hollow orbit; otherwise long-haul","Use as Phoenix Hollow-adjacent society/sport weather.","Possible invite only.","official","https://www.kentuckyderby.com/"
"met_gala_2026","Met Gala 2026","real_public","fashion_gala","2026-05-04","2026-05-04","evening","America/New_York","New York","USA","Metropolitan Museum of Art","exact","likely_invite","possible_invite","not_default","public_global","Fashion,Legacy,Serena,WME","very_high","high","North America long-haul; global image event","Use as extreme fashion/public-image pressure.","Theme: Costume Art. Not default attendance; huge if chosen.","official","https://www.vogue.com/met-gala"
"summer_house_2026_soft_map","Summer House / Villa Serena 2026 soft attendance map","canon_private","private_social","2026-05-05","2026-05-05","","Europe/London","London / Sardinia","UK / Italy","Serena inbox / Villa Serena staff","exact","private_admin","possible_admin","not_locked","private","Summer House,Brain Trust,Villa Serena Staff,Serena Management","low","low","Admin can happen from London; villa is open early June to late September","Use to track who might pass through the summer circuit without making it Alex-centered.","Private planning placeholder; Summer House is wider-world, not Alex's group.","canon",""
"cannes_film_festival_2026","Cannes Film Festival 2026","real_public","film_festival","2026-05-12","2026-05-23","","Europe/Paris","Cannes","France","Palais des Festivals / Croisette","exact","likely_invite","possible_invite","not_default","public_industry","Film,Fashion,Legacy,Serena,WME","high","high","Short Europe flight; South of France social logistics","Use as global film/fashion/social pressure.","Strong red-carpet lane but not automatic attendance.","official","https://www.festival-cannes.com/en/faq-cat/general-information/"
"pga_championship_2026","PGA Championship 2026","real_public","sport_golf","2026-05-14","2026-05-17","","America/New_York","Newtown Square","USA","Aronimink Golf Club","exact","public_weather","possible_invite","not_default","public_vip","US Sport,Brands,Legacy","medium","medium","Long-haul; overlaps FA Cup/EDC/Cannes build","Use as major-golf hospitality weather.","Possible invite only.","public","https://www.pgachampionship.com/"
"edc_las_vegas_2026","EDC Las Vegas 2026","real_public","music_festival","2026-05-15","2026-05-17","","America/Los_Angeles","Las Vegas","USA","Las Vegas Motor Speedway","exact","public_weather","public_weather","not_default","public","Summer House,Music,LA Lot,Party","medium","high","Transatlantic; mostly friend/social-media weather","Use as global festival/party texture.","Not default attendance.","official","https://lasvegas.electricdaisycarnival.com/guide/hours-and-info/"
"fa_cup_final_2026","FA Cup Final 2026","real_public","sport_football","2026-05-16","2026-05-16","","Europe/London","London","UK","Wembley Stadium","exact","public_weather","possible_invite","not_default","public","Boys,London Lot,Sport,Legacy","low","medium","London local","Use as domestic sport/social weekend weather.","Not default attendance.","official","https://www.thefa.com/news/2026/may/15/fa-cup-final-running-order"
"google_io_2026","Google I/O 2026","real_public","tech_launch","2026-05-19","2026-05-20","10:00 PT","America/Los_Angeles","Mountain View","USA","Shoreline Amphitheatre / online","exact","commercial_inbox","possible_inbox","not_default","public","Tech,Serena,WME","high","medium","US west coast long-haul or online/global","Use as Google/Pixel/YouTube/AI commercial context.","Tech platform weather; not default attendance.","public","https://www.androidcentral.com/phones/google-pixel/google-io-2026-what-to-expect"
"chelsea_flower_show_2026","RHS Chelsea Flower Show 2026","real_public","sport_society","2026-05-19","2026-05-23","","Europe/London","London","UK","Royal Hospital Chelsea","exact","possible_invite","possible_invite","not_default","public_vip","London Society,Family,Design,Legacy","low","medium","London local; easy social/royal-adjacent weather","Use as London society/design/family-office texture.","Possible invite only.","official","https://www.rhs.org.uk/shows-events/rhs-chelsea-flower-show"
"europa_league_final_2026","UEFA Europa League Final 2026","real_public","sport_football","2026-05-20","2026-05-20","","Europe/Istanbul","Istanbul","Turkey","Besiktas Park","exact","public_weather","public_weather","not_default","public","Sport,Europe,WME,Brands","medium","medium","Short-ish flight; relevant if English club/friends involved","Use as European football weather and travel/inbox noise.","Not default attendance.","official","https://www.uefa.com/uefaeuropaleague/final/"
"amfar_cannes_2026","amfAR Gala Cannes 2026","real_public","charity_gala","2026-05-21","2026-05-21","evening","Europe/Paris","Antibes / Cannes","France","Hotel du Cap-Eden-Roc","exact","possible_invite","possible_invite","not_default","public_industry","Fashion,Film,Legacy,Charity,Serena,WME","high","high","Pairs naturally with Cannes if in region","Use as Cannes charity/fashion/social-gala pressure.","Good charity room if cause/room feels real; high optics risk.","official","https://www.amfar.org/cannes"
"f1_canadian_gp_2026","Canadian Grand Prix 2026","real_public","sport_auto","2026-05-22","2026-05-24","","America/Toronto","Montreal","Canada","Circuit Gilles Villeneuve","exact","possible_invite","possible_invite","not_default","public_vip","F1,Canada,Auto,Luxury,WME","medium","medium","Transatlantic; late May North America option","Use as F1 hospitality and brand-weather option.","Possible invite only.","official","https://www.formula1.com/en/racing/2026"
"indy_500_2026","Indianapolis 500 2026","real_public","sport_auto","2026-05-24","2026-05-24","","America/New_York","Indianapolis","USA","Indianapolis Motor Speedway","exact","public_weather","possible_invite","not_default","public_vip","Auto,US Sport,WME,Brands","medium","medium","Long-haul; possible auto brand hospitality","Use if US auto brands are pitching broad Americana rather than pure luxury.","Not default attendance.","official","https://www.indianapolismotorspeedway.com/events/indy500"
"roland_garros_2026","Roland-Garros 2026","real_public","sport_tennis","2026-05-24","2026-06-07","","Europe/Paris","Paris","France","Stade Roland-Garros","exact","likely_invite","possible_invite","not_default","public_vip","Paris,Tennis,Fashion,Legacy,Brands","medium","medium","Short flight/train; Appartement Varenne makes Paris easy","Use as Paris sport/fashion/society weather.","Possible invite only.","official","https://www.rolandgarros.com/"
"champions_league_final_2026","UEFA Champions League Final 2026","real_public","sport_football","2026-05-30","2026-05-30","","Europe/Budapest","Budapest","Hungary","Puskas Arena","exact","likely_invite","possible_invite","not_default","public_vip","Sport,Brands,WME,Boys,Europe","high","high","Short Europe flight; huge brand/sport weekend","Use as major European sport and sponsor hospitality pressure.","Possible invite only.","official","https://www.uefa.com/uefachampionsleague/news/02a5-2092f53360cc-8ee51562d99f-1000--when-is-the-champions-league-final-where-you-are-what-time-i/"
"villa_serena_2026_season_ready","Villa Serena 2026 staffed summer season opens","canon_private","summer_residence","2026-06-01","2026-06-01","","Europe/Rome","Porto Cervo","Italy","Villa Serena","exact","season_marker","season_ready","not_attendance","private","FAM,Brain Trust,Legacy,Summer House overlap","low","low","Villa Serena can operate without Alex personally in residence","Use as seasonal readiness marker, not proof Alex is there.","Villa Serena is fully staffed roughly early June to late September; Alex does not have to be present.","canon",""
